;club;marketValueUnformatted;age;data_date;player_id;Name;normalized MV;Div from normal distr;performer
0;AC Sparta Prague U19;200000;16;2018-12-30;552057;Adam Hlozek;0.3622814310841091;-0.16442050494507293;Over
1;AC Sparta Prague;3000000;16;2019-04-30;552057;Adam Hlozek;5.434221466261636;4.907519530232454;Over
2;AC Sparta Prague;3500000;16;2019-06-25;552057;Adam Hlozek;6.339925043971909;5.813223107942727;Over
3;AC Sparta Prague;4000000;17;2019-09-25;552057;Adam Hlozek;7.245628621682181;5.960912819568994;Over
4;AC Sparta Prague;7500000;17;2019-12-07;552057;Adam Hlozek;13.585553665654091;12.300837863540904;Over
5;AC Sparta Prague;6700000;17;2020-04-08;552057;Adam Hlozek;12.136427941317654;10.851712139204468;Over
6;AC Sparta Prague;9000000;17;2020-07-10;552057;Adam Hlozek;16.30266439878491;15.017948596671722;Over
7;AC Sparta Prague;12000000;18;2020-12-27;552057;Adam Hlozek;21.736885865046546;18.82807651968662;Over
8;AC Sparta Prague;17000000;18;2021-05-28;552057;Adam Hlozek;30.79392164214927;27.885112296789345;Over
9;AC Sparta Prague;19000000;19;2021-12-26;552057;Adam Hlozek;34.416735952990365;28.303241996934165;Over
10;AC Sparta Prague;20000000;19;2022-06-22;552057;Adam Hlozek;36.228143108410904;30.114649152354705;Over
11;Bayer 04 Leverkusen;15000000;20;2022-09-21;552057;Adam Hlozek;27.171107331308182;15.244147487032139;Over
12;Bayer 04 Leverkusen;15000000;20;2022-11-09;552057;Adam Hlozek;27.171107331308182;15.244147487032139;Over
13;Olympique Lyon;250000;19;2012-09-05;167329;Alassane Plea;1.4940625952464905;-4.619431360809709;Under
14;Olympique Lyon;400000;19;2013-01-07;167329;Alassane Plea;2.3905001523943845;-3.722993803661815;Under
15;Olympique Lyon;500000;20;2013-05-30;167329;Alassane Plea;2.988125190492981;-8.938834653783061;Under
16;Olympique Lyon;750000;20;2014-01-14;167329;Alassane Plea;4.482187785739471;-7.4447720585365715;Under
17;Olympique Lyon;1000000;21;2014-08-07;167329;Alassane Plea;5.976250380985962;-15.622870075306956;Under
18;OGC Nice;1500000;21;2015-01-14;167329;Alassane Plea;8.964375571478943;-12.634744884813976;Under
19;OGC Nice;2500000;22;2015-06-06;167329;Alassane Plea;14.940625952464904;-21.367883076628573;Under
20;OGC Nice;4500000;22;2015-09-06;167329;Alassane Plea;26.89312671443683;-9.41538231465665;Under
21;OGC Nice;4000000;22;2016-02-04;167329;Alassane Plea;23.90500152394385;-12.40350750514963;Under
22;OGC Nice;5000000;23;2016-07-13;167329;Alassane Plea;29.881251904929808;-26.774864786375044;Under
23;OGC Nice;7000000;23;2016-11-01;167329;Alassane Plea;41.83375266690173;-14.822364024403122;Under
24;OGC Nice;12000000;23;2017-01-16;167329;Alassane Plea;71.71500457183154;15.05888788052669;Under
25;OGC Nice;12000000;24;2017-06-01;167329;Alassane Plea;71.71500457183154;-10.34872147349057;Under
26;OGC Nice;15000000;24;2018-01-24;167329;Alassane Plea;89.64375571478942;7.580029669467308;Under
27;OGC Nice;18000000;25;2018-06-04;167329;Alassane Plea;107.57250685774731;-2.7646272568825054;Under
28;Borussia Mönchengladbach;23000000;25;2018-08-22;167329;Alassane Plea;137.45375876267713;27.116624648047306;Under
29;Borussia Mönchengladbach;28000000;25;2018-10-22;167329;Alassane Plea;167.33501066760692;56.997876552977104;Under
30;Borussia Mönchengladbach;38000000;25;2018-12-18;167329;Alassane Plea;227.09751447746655;116.76038036283673;Under
31;Borussia Mönchengladbach;30000000;26;2019-06-05;167329;Alassane Plea;179.28751142957884;41.579817210068825;Under
32;Borussia Mönchengladbach;30000000;26;2019-12-17;167329;Alassane Plea;179.28751142957884;41.579817210068825;Under
33;Borussia Mönchengladbach;24000000;27;2020-04-08;167329;Alassane Plea;143.43000914366309;-16.106745458878265;Under
34;Borussia Mönchengladbach;30000000;27;2020-07-08;167329;Alassane Plea;179.28751142957884;19.750756827037492;Under
35;Borussia Mönchengladbach;35000000;27;2020-11-26;167329;Alassane Plea;209.16876333450867;49.63200873196732;Under
36;Borussia Mönchengladbach;30000000;27;2021-02-10;167329;Alassane Plea;179.28751142957884;19.750756827037492;Under
37;Borussia Mönchengladbach;25000000;28;2021-03-31;167329;Alassane Plea;149.40625952464904;-22.15899513576133;Under
38;Borussia Mönchengladbach;22000000;28;2021-06-09;167329;Alassane Plea;131.47750838169117;-40.08774627871921;Under
39;Borussia Mönchengladbach;18000000;28;2021-10-07;167329;Alassane Plea;107.57250685774731;-63.99274780266306;Under
40;Borussia Mönchengladbach;15000000;28;2021-12-22;167329;Alassane Plea;89.64375571478942;-81.92149894562095;Under
41;Borussia Mönchengladbach;15000000;29;2022-06-09;167329;Alassane Plea;89.64375571478942;-81.61940898281458;Under
42;Borussia Mönchengladbach;15000000;29;2022-11-09;167329;Alassane Plea;89.64375571478942;-81.61940898281458;Under
43;Borussia Mönchengladbach;10000000;30;2023-03-29;167329;Alassane Plea;59.762503809859616;-98.93300280266408;Under
44;Central Coast Mariners;50000;19;2020-10-08;748070;Alou Kuol;0.06683866483083134;-6.046655291225369;Under
45;Central Coast Mariners;400000;19;2021-03-30;748070;Alou Kuol;0.5347093186466507;-5.578784637409549;Under
46;VfB Stuttgart II;325000;20;2021-12-31;748070;Alou Kuol;0.4344513214004037;-11.492508522875639;Under
47;SV Sandhausen;300000;20;2022-06-16;748070;Alou Kuol;0.40103198898498804;-11.525927855291055;Under
48;VfB Stuttgart;300000;21;2022-11-09;748070;Alou Kuol;0.40103198898498804;-21.19808846730793;Under
49;FC Toulouse;150000;19;2019-09-27;532776;Amine Adli;0.28154421370331995;-5.831949742352879;Under
50;FC Toulouse;150000;19;2019-12-19;532776;Amine Adli;0.28154421370331995;-5.831949742352879;Under
51;FC Toulouse;300000;19;2020-03-13;532776;Amine Adli;0.5630884274066399;-5.550405528649559;Under
52;FC Toulouse;500000;20;2020-11-11;532776;Amine Adli;0.9384807123443999;-10.988479131931642;Under
53;FC Toulouse;5000000;20;2021-03-11;532776;Amine Adli;9.384807123443998;-2.5421527208320445;Under
54;FC Toulouse;6000000;21;2021-06-25;532776;Amine Adli;11.2617685481328;-10.33735190816012;Under
55;Bayer 04 Leverkusen;9000000;21;2021-10-07;532776;Amine Adli;16.8926528221992;-4.70646763409372;Under
56;Bayer 04 Leverkusen;12000000;21;2021-12-22;532776;Amine Adli;22.5235370962656;0.9244166399726801;Under
57;Bayer 04 Leverkusen;12000000;22;2022-06-09;532776;Amine Adli;22.5235370962656;-13.78497193282788;Under
58;Bayer 04 Leverkusen;12000000;22;2022-11-09;532776;Amine Adli;22.5235370962656;-13.78497193282788;Under
59;Bayer 04 Leverkusen;15000000;22;2023-03-29;532776;Amine Adli;28.154421370331995;-8.154087658761483;Under
60;GNK Dinamo Zagreb;800000;18;2009-10-05;46580;Andrej Kramaric;17.174753112924;14.265943767564076;Over
61;GNK Dinamo Zagreb;1000000;18;2010-01-28;46580;Andrej Kramaric;21.468441391155004;18.559632045795077;Over
62;GNK Dinamo Zagreb;750000;19;2010-09-13;46580;Andrej Kramaric;16.10133104336625;9.987837087310051;Over
63;GNK Dinamo Zagreb;500000;19;2011-02-13;46580;Andrej Kramaric;10.734220695577502;4.620726739521302;Over
64;GNK Dinamo Zagreb;250000;20;2011-08-29;46580;Andrej Kramaric;5.367110347788751;-6.559849496487292;Over
65;NK Lokomotiva Zagreb;250000;20;2012-02-29;46580;Andrej Kramaric;5.367110347788751;-6.559849496487292;Over
66;NK Lokomotiva Zagreb;500000;21;2012-09-30;46580;Andrej Kramaric;10.734220695577502;-10.864899760715417;Over
67;NK Lokomotiva Zagreb;1250000;21;2013-03-03;46580;Andrej Kramaric;26.835551738943753;5.236431282650834;Over
68;HNK Rijeka;1000000;22;2013-10-08;46580;Andrej Kramaric;21.468441391155004;-14.840067637938475;Over
69;HNK Rijeka;2500000;22;2014-03-11;46580;Andrej Kramaric;53.671103477887506;17.362594448794027;Over
70;HNK Rijeka;4500000;23;2014-10-01;46580;Andrej Kramaric;96.6079862601975;39.951869568892654;Over
71;Leicester City;8000000;23;2015-02-12;46580;Andrej Kramaric;171.74753112924003;115.09141443793519;Over
72;Leicester City;8000000;24;2015-07-01;46580;Andrej Kramaric;171.74753112924003;89.68380508391792;Over
73;TSG 1899 Hoffenheim;5000000;24;2016-02-15;46580;Andrej Kramaric;107.34220695577501;25.2784809104529;Over
74;TSG 1899 Hoffenheim;7500000;24;2016-06-01;46580;Andrej Kramaric;161.01331043366253;78.94958438834041;Over
75;TSG 1899 Hoffenheim;9000000;25;2016-07-22;46580;Andrej Kramaric;193.215972520395;82.8788384057652;Over
76;TSG 1899 Hoffenheim;9000000;25;2017-02-07;46580;Andrej Kramaric;193.215972520395;82.8788384057652;Over
77;TSG 1899 Hoffenheim;15000000;26;2017-06-19;46580;Andrej Kramaric;322.02662086732505;184.31892664781503;Over
78;TSG 1899 Hoffenheim;15000000;26;2017-12-28;46580;Andrej Kramaric;322.02662086732505;184.31892664781503;Over
79;TSG 1899 Hoffenheim;27000000;26;2018-06-05;46580;Andrej Kramaric;579.6479175611851;441.94022334167505;Over
80;TSG 1899 Hoffenheim;35000000;27;2018-07-16;46580;Andrej Kramaric;751.395448690425;591.8586940878837;Over
81;TSG 1899 Hoffenheim;35000000;27;2018-12-18;46580;Andrej Kramaric;751.395448690425;591.8586940878837;Over
82;TSG 1899 Hoffenheim;38000000;27;2019-06-05;46580;Andrej Kramaric;815.8007728638901;656.2640182613487;Over
83;TSG 1899 Hoffenheim;38000000;28;2019-12-17;46580;Andrej Kramaric;815.8007728638901;644.2355182034797;Over
84;TSG 1899 Hoffenheim;30500000;28;2020-04-08;46580;Andrej Kramaric;654.7874624302276;483.22220776981726;Over
85;TSG 1899 Hoffenheim;27000000;29;2020-09-16;46580;Andrej Kramaric;579.6479175611851;408.38475286358107;Over
86;TSG 1899 Hoffenheim;32000000;29;2020-11-26;46580;Andrej Kramaric;686.9901245169601;515.7269598193561;Over
87;TSG 1899 Hoffenheim;32000000;29;2021-02-10;46580;Andrej Kramaric;686.9901245169601;515.7269598193561;Over
88;TSG 1899 Hoffenheim;28000000;29;2021-05-28;46580;Andrej Kramaric;601.1163589523401;429.8531942547361;Over
89;TSG 1899 Hoffenheim;23000000;30;2021-10-07;46580;Andrej Kramaric;493.774151996565;335.07864538404135;Over
90;TSG 1899 Hoffenheim;18000000;30;2021-12-22;46580;Andrej Kramaric;386.43194504079;227.73643842826633;Over
91;TSG 1899 Hoffenheim;12000000;30;2022-06-09;46580;Andrej Kramaric;257.62129669386;98.92579008133632;Over
92;TSG 1899 Hoffenheim;9000000;31;2022-11-09;46580;Andrej Kramaric;193.215972520395;56.71638632115628;Over
93;Hamburger SV II;75000;19;2010-02-06;42783;André Hahn;1.7530327466517075;-4.360461209404492;Under
94;FC Oberneuland;150000;20;2010-11-01;42783;André Hahn;3.506065493303415;-8.420894350972628;Under
95;TuS Koblenz;150000;20;2011-05-30;42783;André Hahn;3.506065493303415;-8.420894350972628;Under
96;TuS Koblenz;200000;20;2011-06-22;42783;André Hahn;4.67475399107122;-7.252205853204823;Under
97;Kickers Offenbach;300000;21;2011-10-15;42783;André Hahn;7.01213098660683;-14.586989469686088;Under
98;FC Augsburg;500000;22;2013-01-29;42783;André Hahn;11.68688497767805;-24.62162405141543;Under
99;FC Augsburg;800000;22;2013-03-11;42783;André Hahn;18.69901596428488;-17.6094930648086;Under
100;FC Augsburg;1250000;22;2013-06-30;42783;André Hahn;29.217212444195123;-7.091296584898355;Under
101;FC Augsburg;2000000;23;2013-11-05;42783;André Hahn;46.7475399107122;-9.908576780592654;Under
102;FC Augsburg;5000000;23;2014-02-12;42783;André Hahn;116.8688497767805;60.21273308547564;Under
103;Borussia Mönchengladbach;7000000;23;2014-07-10;42783;André Hahn;163.6163896874927;106.96027299618785;Under
104;Borussia Mönchengladbach;8000000;24;2015-02-04;42783;André Hahn;186.9901596428488;104.92643359752668;Under
105;Borussia Mönchengladbach;6000000;24;2015-07-01;42783;André Hahn;140.2426197321366;58.17889368681449;Under
106;Borussia Mönchengladbach;5000000;25;2016-02-15;42783;André Hahn;116.8688497767805;6.531715662150674;Under
107;Borussia Mönchengladbach;7500000;25;2016-07-22;42783;André Hahn;175.30327466517073;64.96614055054091;Under
108;Borussia Mönchengladbach;6000000;26;2017-02-07;42783;André Hahn;140.2426197321366;2.534925512626586;Under
109;Borussia Mönchengladbach;4500000;26;2017-06-19;42783;André Hahn;105.18196479910245;-32.52572942040757;Under
110;Hamburger SV;3500000;27;2017-12-28;42783;André Hahn;81.80819484374635;-77.728559758795;Under
111;Hamburger SV;3000000;27;2018-04-04;42783;André Hahn;70.1213098660683;-89.41544473647305;Under
112;Hamburger SV;1500000;27;2018-06-05;42783;André Hahn;35.06065493303415;-124.47609966950719;Under
113;FC Augsburg;2500000;28;2018-08-22;42783;André Hahn;58.43442488839025;-113.13082977202012;Under
114;FC Augsburg;3500000;28;2018-10-22;42783;André Hahn;81.80819484374635;-89.75705981666403;Under
115;FC Augsburg;3500000;28;2018-12-18;42783;André Hahn;81.80819484374635;-89.75705981666403;Under
116;FC Augsburg;3500000;28;2019-06-05;42783;André Hahn;81.80819484374635;-89.75705981666403;Under
117;FC Augsburg;3000000;29;2019-12-17;42783;André Hahn;70.1213098660683;-101.1418548315357;Under
118;FC Augsburg;2000000;29;2020-03-11;42783;André Hahn;46.7475399107122;-124.5156247868918;Under
119;FC Augsburg;1600000;29;2020-04-08;42783;André Hahn;37.39803192856976;-133.86513276903423;Under
120;FC Augsburg;1000000;30;2020-09-16;42783;André Hahn;23.3737699553561;-135.3217366571676;Under
121;FC Augsburg;1800000;30;2020-11-26;42783;André Hahn;42.07278591964098;-116.62272069288272;Under
122;FC Augsburg;1800000;30;2021-02-10;42783;André Hahn;42.07278591964098;-116.62272069288272;Under
123;FC Augsburg;2500000;30;2021-06-09;42783;André Hahn;58.43442488839025;-100.26108172413345;Under
124;FC Augsburg;2200000;31;2021-12-22;42783;André Hahn;51.42229390178342;-85.07729229745532;Under
125;FC Augsburg;2000000;31;2022-06-09;42783;André Hahn;46.7475399107122;-89.75204628852654;Under
126;FC Augsburg;2000000;32;2022-11-09;42783;André Hahn;46.7475399107122;-62.236795213106255;Under
127;FC Porto B;700000;18;2014-02-20;198008;André Silva;3.535210698557634;0.6264013531977088;Over
128;FC Porto B;850000;19;2015-07-31;198008;André Silva;4.2927558482485555;-1.8207381078076441;Over
129;FC Porto B;2000000;20;2016-03-14;198008;André Silva;10.100601995878954;-1.8263578483970893;Over
130;FC Porto;4000000;20;2016-07-29;198008;André Silva;20.201203991757907;8.274244147481864;Over
131;FC Porto;10000000;20;2016-10-31;198008;André Silva;50.50300997939477;38.57605013511873;Over
132;FC Porto;16000000;21;2017-02-22;198008;André Silva;80.80481596703163;59.20569551073871;Over
133;FC Porto;22000000;21;2017-06-26;198008;André Silva;111.1066219546685;89.50750149837558;Over
134;AC Milan;25000000;21;2017-10-13;198008;André Silva;126.25752494848693;104.65840449219401;Over
135;AC Milan;25000000;22;2017-12-29;198008;André Silva;126.25752494848693;89.94901591939345;Over
136;AC Milan;22000000;22;2018-06-07;198008;André Silva;111.1066219546685;74.79811292557503;Over
137;Sevilla FC;30000000;22;2018-10-31;198008;André Silva;151.5090299381843;115.20052090909084;Over
138;Sevilla FC;35000000;23;2018-12-21;198008;André Silva;176.7605349278817;120.10441823657686;Over
139;Sevilla FC;22000000;23;2019-06-11;198008;André Silva;111.1066219546685;54.450505263363645;Over
140;Eintracht Frankfurt;20000000;24;2019-12-17;198008;André Silva;101.00601995878954;18.942293913467424;Over
141;Eintracht Frankfurt;16000000;24;2020-04-08;198008;André Silva;80.80481596703163;-1.2589100782904836;Over
142;Eintracht Frankfurt;24000000;24;2020-07-08;198008;André Silva;121.20722395054746;39.143497905225345;Over
143;Eintracht Frankfurt;28000000;25;2020-11-26;198008;André Silva;141.40842794230537;31.071293827675547;Over
144;Eintracht Frankfurt;37000000;25;2021-02-10;198008;André Silva;186.86113692376065;76.52400280913083;Over
145;Eintracht Frankfurt;42000000;25;2021-03-31;198008;André Silva;212.11264191345805;101.77550779882823;Over
146;Eintracht Frankfurt;45000000;25;2021-06-01;198008;André Silva;227.26354490727647;116.92641079264665;Over
147;RB Leipzig;40000000;25;2021-10-07;198008;André Silva;202.01203991757907;91.67490580294925;Over
148;RB Leipzig;38000000;26;2021-12-22;198008;André Silva;191.91143792170013;54.20374370219011;Over
149;RB Leipzig;32000000;26;2022-06-09;198008;André Silva;161.60963193406326;23.90193771455324;Over
150;RB Leipzig;27000000;26;2022-09-21;198008;André Silva;136.3581269443659;-1.3495672751441248;Over
151;RB Leipzig;24000000;27;2022-11-09;198008;André Silva;121.20722395054746;-38.32953065199389;Over
152;RB Leipzig;20000000;27;2023-03-29;198008;André Silva;101.00601995878954;-58.53073464375181;Over
153;Borussia Dortmund II;150000;18;2020-09-15;429874;Ansgar Knauff;0.3489394566780033;-2.559869888681922;Over
154;Borussia Dortmund II;500000;18;2021-01-05;429874;Ansgar Knauff;1.1631315222600112;-1.7456778230999141;Over
155;Borussia Dortmund II;800000;19;2021-02-10;429874;Ansgar Knauff;1.8610104356160178;-4.252483520440181;Over
156;Borussia Dortmund II;3000000;19;2021-06-09;429874;Ansgar Knauff;6.978789133560066;0.8652951775038664;Over
157;Borussia Dortmund;3000000;19;2021-12-22;429874;Ansgar Knauff;6.978789133560066;0.8652951775038664;Over
158;Eintracht Frankfurt;5000000;20;2022-03-24;429874;Ansgar Knauff;11.631315222600112;-0.2956446216759314;Over
159;Eintracht Frankfurt;10000000;20;2022-06-09;429874;Ansgar Knauff;23.262630445200223;11.33567060092418;Over
160;Eintracht Frankfurt;10000000;20;2022-11-09;429874;Ansgar Knauff;23.262630445200223;11.33567060092418;Over
161;OGC Nice;200000;19;2007-07-04;50512;Anthony Modeste;3.959455178967374;-2.1540387770888256;Under
162;OGC Nice;500000;19;2007-09-21;50512;Anthony Modeste;9.898637947418436;3.7851439913622364;Under
163;OGC Nice;600000;19;2007-12-27;50512;Anthony Modeste;11.878365536902121;5.764871580845922;Under
164;OGC Nice;1600000;20;2008-05-05;50512;Anthony Modeste;31.675641431738992;19.748681587462947;Under
165;OGC Nice;1800000;20;2008-12-30;50512;Anthony Modeste;35.63509661070637;23.70813676643033;Under
166;Angers SCO;1000000;21;2009-08-06;50512;Anthony Modeste;19.797275894836872;-1.801844561456047;Under
167;Angers SCO;2000000;21;2009-12-13;50512;Anthony Modeste;39.594551789673744;17.995431333380825;Under
168;Angers SCO;2300000;22;2010-05-18;50512;Anthony Modeste;45.5337345581248;9.22522552903132;Under
169;FC Girondins Bordeaux;3500000;22;2010-08-25;50512;Anthony Modeste;69.29046563192905;32.981956602835574;Under
170;FC Girondins Bordeaux;5500000;22;2010-12-28;50512;Anthony Modeste;108.88501742160278;72.57650839250931;Under
171;FC Girondins Bordeaux;5500000;23;2011-05-24;50512;Anthony Modeste;108.88501742160278;52.22890073029793;Under
172;FC Girondins Bordeaux;4750000;23;2011-12-24;50512;Anthony Modeste;94.03706050047514;37.38094380917028;Under
173;FC Girondins Bordeaux;3500000;24;2012-06-24;50512;Anthony Modeste;69.29046563192905;-12.77326041339306;Under
174;SC Bastia;3500000;24;2013-01-07;50512;Anthony Modeste;69.29046563192905;-12.77326041339306;Under
175;SC Bastia;4000000;24;2013-01-19;50512;Anthony Modeste;79.18910357934749;-2.8746224659746247;Under
176;SC Bastia;4500000;25;2013-05-30;50512;Anthony Modeste;89.08774152676591;-21.24939258786391;Under
177;TSG 1899 Hoffenheim;5500000;26;2014-07-10;50512;Anthony Modeste;108.88501742160278;-28.822676797907235;Under
178;TSG 1899 Hoffenheim;5500000;26;2015-02-04;50512;Anthony Modeste;108.88501742160278;-28.822676797907235;Under
179;1. FC Köln;4500000;27;2015-07-01;50512;Anthony Modeste;89.08774152676591;-70.44901307577544;Under
180;1. FC Köln;6000000;27;2015-10-16;50512;Anthony Modeste;118.78365536902122;-40.75309923352013;Under
181;1. FC Köln;6000000;27;2016-02-15;50512;Anthony Modeste;118.78365536902122;-40.75309923352013;Under
182;1. FC Köln;7000000;28;2016-07-22;50512;Anthony Modeste;138.5809312638581;-32.98432339655227;Under
183;1. FC Köln;8500000;28;2016-10-13;50512;Anthony Modeste;168.2768451061134;-3.288409554296976;Under
184;1. FC Köln;12000000;28;2017-02-07;50512;Anthony Modeste;237.56731073804244;66.00205607763206;Under
185;1. FC Köln;17000000;28;2017-03-22;50512;Anthony Modeste;336.5536902122268;164.98843555181642;Under
186;1. FC Köln;20000000;29;2017-06-19;50512;Anthony Modeste;395.9455178967374;224.6823531991334;Under
187;Tianjin Quanjian;20000000;29;2017-12-01;50512;Anthony Modeste;395.9455178967374;224.6823531991334;Under
188;Tianjin Quanjian;16000000;30;2018-06-05;50512;Anthony Modeste;316.75641431738995;158.06090770486625;Under
189;1. FC Köln;9000000;30;2019-01-08;50512;Anthony Modeste;178.17548305353182;19.47997644100812;Under
190;1. FC Köln;7000000;31;2019-06-12;50512;Anthony Modeste;138.5809312638581;2.08134506461937;Under
191;1. FC Köln;4000000;31;2019-12-17;50512;Anthony Modeste;79.18910357934749;-57.310482619891246;Under
192;1. FC Köln;3200000;31;2020-04-08;50512;Anthony Modeste;63.351282863477984;-73.14830333576074;Under
193;1. FC Köln;2800000;32;2020-09-16;50512;Anthony Modeste;55.432372505543235;-53.55196261827522;Under
194;AS Saint-Étienne;2000000;32;2021-04-09;50512;Anthony Modeste;39.594551789673744;-69.38978333414471;Under
195;AS Saint-Étienne;1500000;33;2021-06-04;50512;Anthony Modeste;29.695913842255305;-51.07646300667028;Under
196;1. FC Köln;1800000;33;2021-10-07;50512;Anthony Modeste;35.63509661070637;-45.13728023821922;Under
197;1. FC Köln;2000000;33;2021-12-22;50512;Anthony Modeste;39.594551789673744;-41.177825059251845;Under
198;1. FC Köln;3000000;33;2022-03-24;50512;Anthony Modeste;59.39182768451061;-21.38054916441498;Under
199;1. FC Köln;3000000;34;2022-06-09;50512;Anthony Modeste;59.39182768451061;3.8234540455928467;Under
200;Borussia Dortmund;4000000;34;2022-09-21;50512;Anthony Modeste;79.18910357934749;23.620729940429726;Under
201;Borussia Dortmund;4000000;34;2022-11-09;50512;Anthony Modeste;79.18910357934749;23.620729940429726;Under
202;Borussia Dortmund;1000000;34;2023-03-29;50512;Anthony Modeste;19.797275894836872;-35.77109774408089;Under
203;1.FSV Mainz 05;500000;18;2023-01-30;700106;Brajan Gruda;0.714177567396937;-2.1946317779629885;Under
204;Chelsea FC;25000000;18;2019-02-15;392768;Callum Hudson-Odoi;63.65080658302102;60.741997237661096;Over
205;Chelsea FC;35000000;18;2019-06-13;392768;Callum Hudson-Odoi;89.11112921622943;86.2023198708695;Over
206;Chelsea FC;35000000;19;2019-12-10;392768;Callum Hudson-Odoi;89.11112921622943;82.99763526017323;Over
207;Chelsea FC;31500000;19;2020-04-08;392768;Callum Hudson-Odoi;80.20001629460648;74.08652233855028;Over
208;Chelsea FC;35000000;19;2020-10-13;392768;Callum Hudson-Odoi;89.11112921622943;82.99763526017323;Over
209;Chelsea FC;35000000;20;2021-03-18;392768;Callum Hudson-Odoi;89.11112921622943;77.18416937195339;Over
210;Chelsea FC;32000000;20;2021-06-08;392768;Callum Hudson-Odoi;81.47303242626691;69.54607258199087;Over
211;Chelsea FC;32000000;21;2021-12-23;392768;Callum Hudson-Odoi;81.47303242626691;59.87391196997399;Over
212;Chelsea FC;30000000;21;2022-03-29;392768;Callum Hudson-Odoi;76.38096789962522;54.781847443332296;Over
213;Chelsea FC;25000000;21;2022-06-15;392768;Callum Hudson-Odoi;63.65080658302102;42.0516861267281;Over
214;Bayer 04 Leverkusen;25000000;22;2022-11-09;392768;Callum Hudson-Odoi;63.65080658302102;27.342297553927544;Over
215;Bayer 04 Leverkusen;17000000;22;2023-03-29;392768;Callum Hudson-Odoi;43.282548476454295;6.974039447360816;Over
216;Vålerenga Fotball;300000;19;2017-12-23;500067;Chidera Ejuke;0.5999196107721565;-5.513574345284043;Under
217;Vålerenga Fotball;400000;20;2018-12-30;500067;Chidera Ejuke;0.7998928143628754;-11.127067029913167;Under
218;SC Heerenveen;2000000;21;2019-08-01;500067;Chidera Ejuke;3.999464071814377;-17.599656384478543;Under
219;SC Heerenveen;3000000;21;2019-12-18;500067;Chidera Ejuke;5.999196107721565;-15.599924348571353;Under
220;SC Heerenveen;4500000;22;2020-03-12;500067;Chidera Ejuke;8.998794161582348;-27.309714867511133;Under
221;SC Heerenveen;4000000;22;2020-04-08;500067;Chidera Ejuke;7.998928143628754;-28.309580885464726;Under
222;SC Heerenveen;5500000;22;2020-08-12;500067;Chidera Ejuke;10.998526197489536;-25.309982831603943;Under
223;CSKA Moscow;8000000;22;2020-10-19;500067;Chidera Ejuke;15.997856287257507;-20.310652741835973;Under
224;CSKA Moscow;8000000;22;2020-12-29;500067;Chidera Ejuke;15.997856287257507;-20.310652741835973;Under
225;CSKA Moscow;8000000;23;2021-06-02;500067;Chidera Ejuke;15.997856287257507;-40.65826040404735;Under
226;CSKA Moscow;9000000;23;2021-12-29;500067;Chidera Ejuke;17.997588323164695;-38.65852836814015;Under
227;CSKA Moscow;7500000;24;2022-06-02;500067;Chidera Ejuke;14.997990269303914;-67.0657357760182;Under
228;Hertha BSC;7500000;24;2022-11-09;500067;Chidera Ejuke;14.997990269303914;-67.0657357760182;Under
229;1. FC Köln;50000;19;2017-07-01;272278;Chris Führich;0.18363584277833686;-5.929858113277863;Under
230;1. FC Köln;150000;20;2018-02-03;272278;Chris Führich;0.5509075283350106;-11.376052315941033;Under
231;1. FC Köln;150000;20;2018-08-21;272278;Chris Führich;0.5509075283350106;-11.376052315941033;Under
232;1. FC Köln;150000;20;2019-01-08;272278;Chris Führich;0.5509075283350106;-11.376052315941033;Under
233;1. FC Köln;150000;21;2019-06-12;272278;Chris Führich;0.5509075283350106;-21.04821292795791;Under
234;Borussia Dortmund II;175000;22;2020-01-21;272278;Chris Führich;0.642725449724179;-35.6657835793693;Under
235;Borussia Dortmund II;200000;22;2020-06-22;272278;Chris Führich;0.7345433711133474;-35.57396565798013;Under
236;SC Paderborn 07;500000;22;2020-11-18;272278;Chris Führich;1.8363584277833684;-34.47215060131011;Under
237;SC Paderborn 07;1000000;23;2021-02-08;272278;Chris Führich;3.672716855566737;-52.98339983573811;Under
238;SC Paderborn 07;1500000;23;2021-03-29;272278;Chris Führich;5.509075283350105;-51.147041407954745;Under
239;SC Paderborn 07;2500000;23;2021-06-16;272278;Chris Führich;9.181792138916842;-47.47432455238801;Under
240;VfB Stuttgart;2500000;23;2021-12-22;272278;Chris Führich;9.181792138916842;-47.47432455238801;Under
241;VfB Stuttgart;4000000;24;2022-03-24;272278;Chris Führich;14.690867422266948;-67.37285862305517;Under
242;VfB Stuttgart;4000000;24;2022-06-09;272278;Chris Führich;14.690867422266948;-67.37285862305517;Under
243;VfB Stuttgart;4000000;24;2022-11-09;272278;Chris Führich;14.690867422266948;-67.37285862305517;Under
244;TSG Sprockhövel;75000;22;2016-07-15;289182;Christopher Antwi-Adjei;1.0;-35.30850902909348;Under
245;TSG Sprockhövel;75000;22;2016-11-20;289182;Christopher Antwi-Adjei;1.0;-35.30850902909348;Under
246;SC Paderborn 07;125000;23;2017-07-01;289182;Christopher Antwi-Adjei;1.6666666666666667;-54.98945002463819;Under
247;SC Paderborn 07;225000;23;2017-10-19;289182;Christopher Antwi-Adjei;3.0;-53.65611669130485;Under
248;SC Paderborn 07;250000;23;2018-01-19;289182;Christopher Antwi-Adjei;3.3333333333333335;-53.32278335797152;Under
